,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
86,"Ppl in the bird app saw what #Apple did in #ChinaProtest2022, the #CCP deleting ppls videos of the protests, and yet they're not talking against the #Cloud and some even LOOOOOOVE the idea of #Neuralink . Buy physical means to store your shit NOW! while it's still legal.",ppl bird app saw apple chinaprotest2022 ccp deleting ppls videos protests yet not talking against cloud even loooooove idea neuralink buy physical means store shit still legal,0.0,0.38095238095238093,negative,0.177,0.774,0.048,-0.6124,175,27
87,@Helloimmorgan i love #apple products too morgan.  #android is better👿,love apple products morgan android better,0.5,0.55,positive,0.0,0.36,0.64,0.7964,41,6
88,Breaking: Coinbase Blames Apple For https://t.co/GTfqyPrYOk Apple #apple #coinbase #coinbasewallet #coingape #cryptonews #news #nft,breaking coinbase blames apple apple apple coinbase coinbasewallet coingape cryptonews news nft,0.0,0.0,negative,0.197,0.803,0.0,-0.4019,95,12
89,"Some say…
It’s quite appalling that @Apple is conspiring with these individuals, to restrict freedom of speech &amp; communication via their platform, in doing so infringing the human rights of Chinese citizens #Apple #AppleMusicReplay2022 https://t.co/LKqQUt6AvL",say quite appalling conspiring individuals restrict freedom speech amp communication via platform infringing human rights chinese citizens apple applemusicreplay2022,-0.11666666666666665,0.3333333333333333,neutral,0.211,0.625,0.164,-0.0498,165,19
90,"#FED is a harmless creature compared to #Apple 

#Bitcoin  @CoinbaseWallet #NFT @BitcoinMagazine https://t.co/lMrqzrslWd",fed harmless creature compared apple bitcoin nft,0.0,0.0,positive,0.0,0.75,0.25,0.25,48,7
91,#Apple needs to restore Airdrop to the #China 🇨🇳 people now!,apple needs restore airdrop china people,0.0,0.0,positive,0.0,0.694,0.306,0.296,40,6
92,"#Biden #Democrats and #Apple are helping to crush freedom protests in #China 

WH: We Won‘t Tell Apple to Allow AirDrop in China Because They‘re Private, That‘s a Different Situation from Us Vowing to Watch Twitter https://t.co/1Etm9zyKzZ via @BreitbartNews",biden democrats apple helping crush freedom protests china wh tell apple allow airdrop china private different situation us vowing watch twitter via,0.0,0.4875,positive,0.122,0.59,0.288,0.7003,148,22
93,"Apple working on Possibly using Voltage Standing Wave Ration (VSWR) Sensors in their Future MR Headset, Smartglasses, iPhones+: Today the US Patent &amp; Trademark Office published a patent application from Apple that relates to electronic… https://t.co/yw2R4WeZDE #mac #apple #news",apple working possibly using voltage standing wave ration vswr sensors future mr headset smartglasses iphones today us patent amp trademark office published patent application apple relates electronic mac apple news,0.0,0.5625,neutral,0.0,1.0,0.0,0.0,215,30
94,"Popular $29.99 Microsoft Office for Mac Home &amp; Business 2021 deal returns: The best Microsoft Office for Mac deal is back on a lifetime Home &amp; Business 2021 license, dropping the software to $29.99 — the lowest price on record at… https://t.co/IkifvDuZGG #mac #apple #news",popular 29 99 microsoft office mac home amp business 2021 deal returns best microsoft office mac deal back lifetime home amp business 2021 license dropping software 29 99 lowest price record mac apple news,0.5333333333333333,0.39999999999999997,positive,0.064,0.764,0.172,0.6597,205,34
95,"Apple and Elon Musk really said ""enemies to lovers"" 👨‍❤️‍👨

@tim_cook @elonmusk @Apple  #enemiestolovers #Apple #ELONMUSK #TimCook #Tesla",apple elon musk really said enemies lovers cook enemiestolovers apple elonmusk timcook tesla,0.2,0.2,neutral,0.192,0.606,0.202,0.0478,92,13
96,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #toms #apple #express: https://t.co/h3z6kVx0sP https://t.co/ZAfdjlxZCN,good share check items loving poshmark fashion style shopmycloset toms apple express,0.6499999999999999,0.775,positive,0.0,0.5,0.5,0.8402,84,12
97,"Hey @tim_cook at #apple, how about taking care of this obvious improvement for apple reminders, and saving a billion unnecessary clicks per day on #macOS desktops. https://t.co/uR30gzywKR",hey cook apple taking care obvious improvement apple reminders saving billion unnecessary clicks per day macos desktops,-0.2,0.7,positive,0.0,0.708,0.292,0.7351,119,17
98,"Me: Sending a tx on $IOS.
#Apple: https://t.co/Shvb99v184",sending tx ios apple,0.0,0.0,positive,0.0,0.545,0.455,0.3612,20,4
99,"⚡2 - SHOCKING! Hailey Bieber Reveals She Had An Ovarian Cyst Which Was The 'Size Of An Apple'; Talks About Her ‘Painful’ Experience-READ BELOW!
 #HaileyBieber #Apple  
 https://t.co/EMaPaGLjyG",2 shocking hailey bieber reveals ovarian cyst size apple talks painful experience read haileybieber apple,-0.85,0.95,negative,0.318,0.682,0.0,-0.6808,105,15
100,"Pressure Builds on Apple Over Twitter Dispute, ‘Crackdown’ on Chinese Protesters 
https://t.co/xHLOW5oiBU
#Apple #Twitter #China",pressure builds apple over twitter dispute crackdown chinese protesters apple twitter china,0.0,0.0,negative,0.43,0.57,0.0,-0.7003,91,12
101,#NFTs #Wallets #Apple #Coinbase Coinbase Wallet says Apple requested 30% of all NFT transfer gas fees https://t.co/ng9ipB0NkQ - https://t.co/HzksZFGgpd https://t.co/3GN3tfeYNP,nfts wallets apple coinbase coinbase wallet says apple requested 30 nft transfer gas fees,0.0,0.0,neutral,0.0,1.0,0.0,0.0,89,14
102,"Check out these #romancebooks featuring #immortals
https://t.co/RvouJdy8DH

#free #99c #bookdeals #ian1 #bookboost #ASMSG #amazon #kindle #apple #nook #kobo #IARTG #fantasyromance #PNR #readingcommunity #shifter #fae #demons #magic #dragons #fatedmates #gods #angel #vampire https://t.co/kEN1yN1e8Q",check romancebooks featuring immortals free 99c bookdeals ian1 bookboost asmsg amazon kindle apple nook kobo iartg fantasyromance pnr readingcommunity shifter fae demons magic dragons fatedmates gods angel vampire,0.45,0.9,positive,0.0,0.839,0.161,0.6124,213,28
103,@stalman I'll always love the #Mac. The #MacNCheese of #computers!!! Bizarre looking back at the #Apple 1984 commercial now and comparing it with #ChinApple #Lockdowns today. What would #SteveJobs say now? @elonmusk,always love mac macncheese computers bizarre looking back apple 1984 commercial comparing chinapple lockdowns today would stevejobs say,0.225,0.3,positive,0.102,0.711,0.187,0.4404,135,18
104,"I still remember when #btc maxis screaming  at Miami Con that Apple will include #bitcoin on #Apple Pay.

#nfts #nft #coinbase #crypto https://t.co/EGZ5CVFzVd",still remember btc maxis screaming miami con apple include bitcoin apple pay nfts nft coinbase crypto,0.0,0.0,negative,0.222,0.778,0.0,-0.4588,101,16
105,"#Coinbase Wallet says #Apple requested 30% of all #NFT transfer gas fees

@coinbase Wallet wrote that Apple's request was ""clearly not possible,"" adding that ""Apple’s proprietary In-App Purchase system does not support crypto.""

via @hardeyjumoh 

https://t.co/Tw28KBudwI",coinbase wallet says apple requested 30 nft transfer gas fees wallet wrote apple request clearly not possible adding apple proprietary app purchase system not support crypto via,0.0,1.0,positive,0.075,0.835,0.09,0.1134,177,27
106,Apple Jiaer /Rainbow Dash   Is it gay?This is a sweet relationship! Too much love.#小马宝莉 #MLP #Apple Jack #rainbow dash https://t.co/ROOpQAeTVC,apple jiaer rainbow dash gay sweet relationship much love mlp apple jack rainbow dash,0.4222222222222222,0.6111111111111112,positive,0.0,0.625,0.375,0.802,85,14
107,"Small gesture, I know, but removing my #Apple card from #ApplePay is the beginning of my transition away from this company and away from tech in general. Took years to become dependent on smartphones, and will likely take years to decouple, but WILL happen. Congrats, @tim_cook",small gesture know but removing apple card applepay beginning transition away company away tech general took years become dependent smartphones likely take years decouple but happen congrats cook,-0.06666666666666667,0.6333333333333333,positive,0.0,0.854,0.146,0.6808,195,28
108,"Content analysis:
This article scores 46/100. The complete report can be viewed here: https://t.co/AP7KzHLHy2
(I'm a bot)

#Apple #London https://t.co/7jmBzib5Pp",content analysis article scores 46 100 complete report viewed bot apple london,0.1,0.4,neutral,0.0,1.0,0.0,0.0,78,12
109,@Riverford Absolutely delightful ! Paul ward ? Famous #kentish #apple grower,absolutely delightful paul ward famous kentish apple grower,0.75,1.0,positive,0.0,0.631,0.369,0.624,59,8
110,#Apple's tight grip on the #Appstore was acceptable 2 me because it promised to be the privacy company and to deliver a premium service. Even my paid services (News+) now have ads. Data is sent back even if you ask them not to (Mysk). Even approved apps harvest our data. #opinion,apple tight grip appstore acceptable 2 promised privacy company deliver premium service even paid services news ads data sent back even ask not mysk even approved apps harvest data opinion,-0.08928571428571429,0.14285714285714285,positive,0.07,0.785,0.145,0.3544,188,30
111,"#Apple blocks #Coinbase Wallet app release, requesting 30% of all NFT transfer gas fees.",apple blocks coinbase wallet app release requesting 30 nft transfer gas fees,0.0,0.0,negative,0.147,0.853,0.0,-0.2263,76,12
112,"Content analysis:
This article scores 71/100. The complete report can be viewed here: https://t.co/J0ZgYdKWDs
(I'm a bot)

#Spotify #Apple https://t.co/lmBzlzoUZt",content analysis article scores 71 100 complete report viewed bot spotify apple,0.1,0.4,neutral,0.0,1.0,0.0,0.0,79,12
113,"#E xtraordinary
#N extGen
#T echniques
#R equire
#E ccentric 
#P ersonalities
#R isking 
#E ntire
#N etwork
#E ngineering
#U niversally
#R enown
#S olutions
#H elping 
#I mprove
#P rocesses

#ENTREPRENEURSHIP #DYNASTY #CODING #ONE #QUADRATIC #APPLE 📱#ALGORITHM 😉 

cc: @WKCosmo https://t.co/9xXeJadlkz",xtraordinary extgen echniques equire ccentric ersonalities isking ntire etwork ngineering niversally enown olutions elping mprove rocesses entrepreneurship dynasty coding one quadratic apple algorithm cc,0.0,0.0,neutral,0.0,1.0,0.0,0.0,203,24
114,"Apple know their business and they only care about their paycut 🤑 

It is not a bad or good thing, it’s their business and you decide if you wanna use their platform 🤷🏻‍♂️ 

#apple #web3 #nft https://t.co/gxIkh0uCMp https://t.co/Tn4FvjSh4B",apple know business care paycut not bad good thing business decide wanna use platform apple web3 nft,0.5249999999999999,0.6333333333333333,positive,0.107,0.623,0.269,0.5638,100,17
115,"#Apple blocks #Coinbase Wallet app release, requesting 30% of all NFT transfer gas fees.",apple blocks coinbase wallet app release requesting 30 nft transfer gas fees,0.0,0.0,negative,0.147,0.853,0.0,-0.2263,76,12
116,"EU warns Musk to beef up Twitter controls ahead of new rules
#SocialMedia
#Twitter 
#ElonMusk
#Facebook
#CapitolRiots 
#Insurrection
#TruthSocial
#Instagram 
#Parler 
#Amazon 
#Apple
#Youtube
#News
#Politics
#2020Elections
#SiliconValley
#FCC
#Section230
https://t.co/MfG1DuTLuN",eu warns musk beef twitter controls ahead new rules socialmedia twitter elonmusk facebook capitolriots insurrection truthsocial instagram parler amazon apple youtube news politics 2020elections siliconvalley fcc section230,0.13636363636363635,0.45454545454545453,positive,0.05,0.89,0.06,0.0772,222,27
117,@apple and #iphone have some accountability and optics issues here. #slavery #apple #totalitarian https://t.co/XiwYZcE8xH,iphone accountability optics issues slavery apple totalitarian,0.0,0.0,negative,0.612,0.388,0.0,-0.836,62,7
118,"#apple #tech #mac - 12.9-inch iPad Pro Magic Keyboard now $99 off in Thursday’s best deals, 10.9-inch iPad $419, more - https://t.co/OKb0F8KvpM -&gt; @Davidjcc_Zgz https://t.co/w6toePKTbJ",apple tech mac 12 9 inch ipad pro magic keyboard 99 off thursday best deals 10 9 inch ipad 419 gt zgz,0.75,0.65,positive,0.0,0.741,0.259,0.743,101,22
119,#apple #tech #mac - Apple launches special edition Beats Flex earbuds in partnership with WACKO MARIA - https://t.co/mhCpKRvm9t -&gt; @Davidjcc_Zgz https://t.co/2NgowuAfE7,apple tech mac apple launches special edition beats flex earbuds partnership wacko maria gt zgz,0.35714285714285715,0.5714285714285714,positive,0.0,0.73,0.27,0.5859,95,15
120,"#Apple Apple Apple
Stopping Free Speech
*Intentional Control*
C h i n a  C h i n a
C h I n a
No Free speech

https://t.co/Y1eYphVlzC",apple apple apple stopping free speech intentional control h n c h n no free speech,0.1,0.8,positive,0.218,0.402,0.379,0.5859,83,16
121,"#Apple blocks #Coinbase Wallet app release, requesting 30% of all #NFT transfer gas fees",apple blocks coinbase wallet app release requesting 30 nft transfer gas fees,0.0,0.0,negative,0.147,0.853,0.0,-0.2263,76,12
122,#Coinbase Wallet says #Apple requested 30% of all #NFT transfer gas fees.  https://t.co/cKPHpkPJJQ,coinbase wallet says apple requested 30 nft transfer gas fees,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,10
123,@WatcherGuru Should we get a new phone??? #Apple #ELONMUSK #Cryptocurency #TimCook,get new phone apple elonmusk cryptocurency timcook,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,50,7
124,"@ClayTravis @Apple Or people could just show their disgust with #Apple and stop purchasing their products... 

Also apple users when they don't get the new Iphone at drop... https://t.co/RBaOwzspCj",people could show disgust apple stop purchasing products also apple users don get new iphone drop,0.13636363636363635,0.45454545454545453,negative,0.387,0.613,0.0,-0.802,97,16
125,"oh the fucking irony that #severance got made by #apple 

we truly live in a post-factual age",oh fucking irony severance got made apple truly live post factual age,-0.2318181818181818,0.65,positive,0.104,0.695,0.201,0.3415,69,12
126,"#Apple has done a great job making all their products work together, but what happens when you want to leave the ecosystem? Let’s look at how you can still use Apple applications and services when replacing #macos with #Linux:

https://t.co/HISfZ1u50X https://t.co/uwcan2BTRQ",apple done great job making products work together but happens want leave ecosystem let look still use apple applications services replacing macos linux,0.8,0.75,positive,0.051,0.791,0.158,0.4019,152,23
127,"Safari is crappy

😖😤
#Apple #macOS #iOS #iPadOS",safari crappy apple macos ios ipados,0.0,0.0,negative,0.419,0.581,0.0,-0.5574,36,6
128,"""@Coinbase says @Apple blocked its last app release on #NFTs in wallet.""

https://t.co/YlKhpL5ffx

Tim Cook is looking to start a war with the #Web3, #Crypto, and #NFT communities! 😂

#News, #CryptoNews, #CryptoMarket, #Apple. #Coinbase https://t.co/GINPT0iPqA",says blocked last app release nfts wallet tim cook looking start war web3 crypto nft communities news cryptonews cryptomarket apple coinbase,0.0,0.06666666666666667,negative,0.24,0.76,0.0,-0.7184,140,21
